HomeTeam,AwayTeam,HomeGoal,AwayGoal,HomeShot,AwayShot,HomeShotOnTarget,AwayShotOnTarget,GoalDifference,Result,HomeShotQuality,AwayShotQuality,HomeShotConversion,AwayShotConversion
Leeds,Man United,0,0,6.0,16.0,3.0,4.0,0,Draw,50.0,25.0,0.0,0.0
Aston Villa,West Brom,2,2,24.0,10.0,11.0,4.0,0,Draw,45.83333333333333,40.0,8.333333333333332,20.0
Leicester,Crystal Palace,2,1,13.0,4.0,5.0,2.0,1,Home Wins,38.46153846153847,50.0,15.384615384615385,25.0
Southampton,Leicester,1,1,5.0,23.0,3.0,9.0,0,Draw,60.0,39.130434782608695,20.0,4.3478260869565215
Crystal Palace,Man City,0,2,9.0,20.0,4.0,3.0,-2,Away Wins,44.44444444444444,15.0,0.0,10.0
Brighton,Leeds,2,0,17.0,11.0,5.0,2.0,2,Home Wins,29.411764705882355,18.181818181818183,11.76470588235294,0.0
Chelsea,Fulham,2,0,9.0,10.0,5.0,3.0,2,Home Wins,55.55555555555556,30.0,22.22222222222222,0.0
Everton,Aston Villa,1,2,16.0,13.0,3.0,5.0,-1,Away Wins,18.75,38.46153846153847,6.25,15.384615384615385
Newcastle,Arsenal,0,2,5.0,19.0,1.0,5.0,-2,Away Wins,20.0,26.31578947368421,0.0,10.526315789473683
Tottenham,Sheffield United,4,0,20.0,8.0,11.0,1.0,4,Home Wins,55.00000000000001,12.5,20.0,0.0
West Brom,Wolves,1,1,10.0,20.0,4.0,10.0,0,Draw,40.0,50.0,10.0,5.0
Burnley,West Ham,1,2,8.0,22.0,3.0,4.0,-1,Away Wins,37.5,18.181818181818183,12.5,9.090909090909092
Leicester,Newcastle,2,4,25.0,14.0,9.0,6.0,-2,Away Wins,36.0,42.857142857142854,8.0,28.57142857142857
Leeds,Tottenham,3,1,16.0,11.0,7.0,3.0,2,Home Wins,43.75,27.27272727272727,18.75,9.090909090909092
Sheffield United,Crystal Palace,0,2,7.0,21.0,0.0,8.0,-2,Away Wins,0.0,38.095238095238095,0.0,9.523809523809524
Man City,Chelsea,1,2,16.0,12.0,4.0,5.0,-1,Away Wins,25.0,41.66666666666667,6.25,16.666666666666664
Liverpool,Southampton,2,0,14.0,12.0,6.0,6.0,2,Home Wins,42.857142857142854,50.0,14.285714285714285,0.0
Wolves,Brighton,2,1,16.0,5.0,6.0,3.0,1,Home Wins,37.5,60.0,12.5,20.0
Aston Villa,Man United,1,3,11.0,18.0,5.0,7.0,-2,Away Wins,45.45454545454545,38.88888888888889,9.090909090909092,16.666666666666664
West Ham,Everton,0,1,11.0,9.0,0.0,3.0,-1,Away Wins,0.0,33.33333333333333,0.0,11.11111111111111
Arsenal,West Brom,3,1,15.0,12.0,7.0,1.0,2,Home Wins,46.666666666666664,8.333333333333332,20.0,8.333333333333332
Fulham,Burnley,0,2,21.0,14.0,3.0,5.0,-2,Away Wins,14.285714285714285,35.714285714285715,0.0,14.285714285714285
Man United,Leicester,1,2,4.0,12.0,1.0,3.0,-1,Away Wins,25.0,25.0,25.0,16.666666666666664
Southampton,Crystal Palace,3,1,13.0,11.0,6.0,4.0,2,Home Wins,46.15384615384615,36.36363636363637,23.076923076923077,9.090909090909092
Chelsea,Arsenal,0,1,19.0,5.0,5.0,2.0,-1,Away Wins,26.31578947368421,40.0,0.0,20.0
Aston Villa,Everton,0,0,13.0,15.0,2.0,5.0,0,Draw,15.384615384615385,33.33333333333333,0.0,0.0
Man United,Liverpool,2,4,18.0,17.0,3.0,8.0,-2,Away Wins,16.666666666666664,47.05882352941176,11.11111111111111,23.52941176470588
Newcastle,Man City,3,4,11.0,15.0,5.0,6.0,-1,Away Wins,45.45454545454545,40.0,27.27272727272727,26.666666666666668
Burnley,Leeds,0,4,16.0,16.0,4.0,6.0,-4,Away Wins,25.0,37.5,0.0,25.0
Southampton,Fulham,3,1,11.0,10.0,7.0,3.0,2,Home Wins,63.63636363636363,30.0,27.27272727272727,10.0
Brighton,West Ham,1,1,10.0,15.0,2.0,3.0,0,Draw,20.0,20.0,10.0,6.666666666666667
Crystal Palace,Aston Villa,3,2,23.0,19.0,8.0,5.0,1,Home Wins,34.78260869565217,26.31578947368421,13.043478260869565,10.526315789473683
Tottenham,Wolves,2,0,24.0,15.0,13.0,3.0,2,Home Wins,54.166666666666664,20.0,8.333333333333332,0.0
West Brom,Liverpool,1,2,10.0,26.0,3.0,6.0,-1,Away Wins,30.0,23.076923076923077,10.0,7.6923076923076925
Everton,Sheffield United,0,1,16.0,10.0,6.0,3.0,-1,Away Wins,37.5,30.0,0.0,10.0
